"","Timepoints","Equilibrium","Perturbations"
"1160",1160,2,18
"1161",1161,2,19
"1162",1162,2,19
"1163",1163,2,19
"1164",1164,1,19
"1165",1165,1,18
"1166",1166,1,17
"1167",1167,1,16
"1168",1168,1,16
"1169",1169,1,15
"1170",1170,1,15
"1171",1171,1,15
"1172",1172,1,15
"1173",1173,2,15
"1174",1174,2,15
"1175",1175,2,16
"1176",1176,2,16
"1177",1177,2,17
"1178",1178,2,17
"1179",1179,2,17
"1180",1180,3,18
"1181",1181,3,18
"1182",1182,3,18
"1183",1183,3,18
"1184",1184,3,18
"1185",1185,4,18
"1186",1186,4,18
"1187",1187,4,18
"1188",1188,4,18
"1189",1189,4,18
"1190",1190,3,18
"1191",1191,4,18
"1192",1192,4,18
"1193",1193,3,18
"1194",1194,3,18
"1195",1195,3,18
"1196",1196,3,18
"1197",1197,3,18
"1198",1198,3,18
"1199",1199,3,18
"1200",1200,4,18
"1201",1201,5,18
"1202",1202,5,18
"1203",1203,5,18
"1204",1204,5,18
"1205",1205,5,18
"1206",1206,5,19
"1207",1207,4,19
"1208",1208,4,19
"1209",1209,4,19
"1210",1210,4,18
"1211",1211,4,18
"1212",1212,4,18
"1213",1213,3,18
"1214",1214,3,18
"1215",1215,3,19
"1216",1216,3,19
"1217",1217,3,20
"1218",1218,3,20
"1219",1219,3,20
"1220",1220,3,20
"1221",1221,3,20
"1222",1222,3,20
"1223",1223,2,19
"1224",1224,2,19
"1225",1225,2,19
"1226",1226,2,19
"1227",1227,3,20
"1228",1228,3,20
"1229",1229,2,20
"1230",1230,2,20
"1231",1231,2,19
"1232",1232,2,19
"1233",1233,2,19
"1234",1234,2,19
"1235",1235,2,19
"1236",1236,2,19
"1237",1237,2,19
"1238",1238,2,19
"1239",1239,2,19
"1240",1240,2,19
"1241",1241,2,19
"1242",1242,2,18
"1243",1243,2,17
"1244",1244,2,17
"1245",1245,2,17
"1246",1246,3,17
"1247",1247,3,17
"1248",1248,3,18
"1249",1249,3,18
"1250",1250,3,18
"1251",1251,3,18
"1252",1252,4,17
"1253",1253,4,17
"1254",1254,3,17
"1255",1255,3,17
"1256",1256,3,16
"1257",1257,3,17
"1258",1258,3,17
"1259",1259,3,18
"1260",1260,3,18
"1261",1261,3,18
"1262",1262,3,19
"1263",1263,3,20
"1264",1264,3,20
"1265",1265,3,21
"1266",1266,3,21
"1267",1267,3,21
"1268",1268,3,21
"1269",1269,3,21
"1270",1270,4,21
"1271",1271,4,20
"1272",1272,4,20
"1273",1273,4,20
"1274",1274,5,21
"1275",1275,5,21
"1276",1276,5,21
"1277",1277,6,21
"1278",1278,6,21
"1279",1279,6,21
"1280",1280,6,21
"1281",1281,6,21
"1282",1282,5,21
"1283",1283,5,21
"1284",1284,5,21
"1285",1285,5,21
"1286",1286,5,21
"1287",1287,5,21
"1288",1288,5,21
"1289",1289,5,20
"1290",1290,5,20
"1291",1291,5,20
"1292",1292,5,20
"1293",1293,5,20
"1294",1294,5,20
"1295",1295,5,20
"1296",1296,5,20
"1297",1297,5,20
"1298",1298,5,20
"1299",1299,5,21
"1300",1300,5,21
"1301",1301,5,21
"1302",1302,5,21
"1303",1303,5,21
"1304",1304,5,21
"1305",1305,4,21
"1306",1306,4,21
"1307",1307,5,21
"1308",1308,5,21
"1309",1309,5,21
"1310",1310,5,21
"1311",1311,5,21
"1312",1312,6,21
"1313",1313,6,21
"1314",1314,5,21
"1315",1315,5,21
"1316",1316,4,21
"1317",1317,4,21
"1318",1318,4,21
"1319",1319,4,21
"1320",1320,4,21
"1321",1321,4,21
"1322",1322,4,21
"1323",1323,4,21
"1324",1324,4,21
"1325",1325,4,21
"1326",1326,5,21
"1327",1327,5,21
"1328",1328,5,20
"1329",1329,5,20
"1330",1330,6,20
"1331",1331,6,20
"1332",1332,5,20
"1333",1333,5,20
"1334",1334,5,20
"1335",1335,5,20
"1336",1336,4,20
"1337",1337,3,21
"1338",1338,3,20
"1339",1339,3,20
"1340",1340,2,21
"1341",1341,2,21
"1342",1342,2,21
"1343",1343,2,21
"1344",1344,2,21
"1345",1345,2,21
"1346",1346,2,21
"1347",1347,2,21
"1348",1348,2,21
"1349",1349,2,21
"1350",1350,2,21
"1351",1351,2,21
"1352",1352,2,21
"1353",1353,3,21
"1354",1354,3,21
"1355",1355,4,20
"1356",1356,4,20
"1357",1357,3,20
"1358",1358,3,20
"1359",1359,3,20
"1360",1360,3,20
"1361",1361,4,20
"1362",1362,4,20
"1363",1363,4,20
"1364",1364,4,20
"1365",1365,3,20
"1366",1366,4,20
"1367",1367,3,20
"1368",1368,3,20
"1369",1369,3,20
"1370",1370,4,20
"1371",1371,4,20
"1372",1372,4,20
"1373",1373,4,20
"1374",1374,4,20
"1375",1375,3,20
"1376",1376,3,20
"1377",1377,3,20
"1378",1378,3,20
"1379",1379,3,20
"1380",1380,3,20
"1381",1381,3,20
"1382",1382,3,20
"1383",1383,3,19
"1384",1384,3,19
"1385",1385,3,19
"1386",1386,4,19
"1387",1387,4,19
"1388",1388,4,19
"1389",1389,4,19
"1390",1390,5,18
"1391",1391,5,18
"1392",1392,4,18
"1393",1393,4,18
"1394",1394,4,19
"1395",1395,4,19
"1396",1396,4,19
"1397",1397,4,19
"1398",1398,5,19
"1399",1399,5,19
"1400",1400,4,19
"1401",1401,4,19
"1402",1402,5,19
"1403",1403,6,19
"1404",1404,6,19
"1405",1405,6,19
"1406",1406,6,19
"1407",1407,6,19
"1408",1408,6,19
"1409",1409,6,18
"1410",1410,6,18
"1411",1411,7,18
"1412",1412,7,18
"1413",1413,8,18
"1414",1414,8,18
"1415",1415,8,18
"1416",1416,8,18
"1417",1417,8,17
"1418",1418,8,17
"1419",1419,8,18
"1420",1420,9,19
"1421",1421,9,19
"1422",1422,8,20
"1423",1423,8,20
"1424",1424,8,20
"1425",1425,8,20
"1426",1426,7,20
"1427",1427,6,20
"1428",1428,6,20
"1429",1429,6,20
"1430",1430,6,20
"1431",1431,6,20
"1432",1432,6,20
"1433",1433,6,20
"1434",1434,6,20
"1435",1435,6,20
"1436",1436,6,20
"1437",1437,6,20
"1438",1438,6,20
"1439",1439,6,20
"1440",1440,6,20
"1441",1441,6,20
"1442",1442,6,20
